,country,year,sex,age,suicides_no,population,suicides_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capital,generation,ISO_code,countries,ECONOMIC FREEDOM
3098,Barbados,2013,female,35-54 years,0,42518,0,Barbados2013,0.785,4612500000,17395,Generation X,BRD,Barbados,6.68
3099,Barbados,2013,female,5-14 years,0,18384,0,Barbados2013,0.785,4612500000,17395,Generation Z,BRD,Barbados,6.68
3100,Barbados,2013,female,55-74 years,0,29474,0,Barbados2013,0.785,4612500000,17395,Boomers,BRD,Barbados,6.68
3101,Barbados,2013,female,75+ years,0,10306,0,Barbados2013,0.785,4612500000,17395,Silent,BRD,Barbados,6.68
3102,Barbados,2013,male,15-24 years,0,18497,0,Barbados2013,0.785,4612500000,17395,Millenials,BRD,Barbados,6.68
3103,Barbados,2013,male,25-34 years,0,18365,0,Barbados2013,0.785,4612500000,17395,Millenials,BRD,Barbados,6.68
3104,Barbados,2013,male,35-54 years,0,38728,0,Barbados2013,0.785,4612500000,17395,Generation X,BRD,Barbados,6.68
3105,Barbados,2013,male,5-14 years,0,19376,0,Barbados2013,0.785,4612500000,17395,Generation Z,BRD,Barbados,6.68
3106,Barbados,2013,male,55-74 years,0,25209,0,Barbados2013,0.785,4612500000,17395,Boomers,BRD,Barbados,6.68
3107,Barbados,2013,male,75+ years,0,6499,0,Barbados2013,0.785,4612500000,17395,Silent,BRD,Barbados,6.68
3108,Belarus,1990,male,35-54 years,729,1199400,60.78,Belarus1990,0.62,21650000000,2301,Silent,BLR,Belarus,
3109,Belarus,1990,male,55-74 years,363,714100,50.83,Belarus1990,0.62,21650000000,2301,G.I. Generation,BLR,Belarus,
3110,Belarus,1990,male,75+ years,59,123400,47.81,Belarus1990,0.62,21650000000,2301,G.I. Generation,BLR,Belarus,
3111,Belarus,1990,male,25-34 years,359,844900,42.49,Belarus1990,0.62,21650000000,2301,Boomers,BLR,Belarus,
3112,Belarus,1990,male,15-24 years,132,702900,18.78,Belarus1990,0.62,21650000000,2301,Generation X,BLR,Belarus,
3113,Belarus,1990,female,75+ years,61,339400,17.97,Belarus1990,0.62,21650000000,2301,G.I. Generation,BLR,Belarus,
3114,Belarus,1990,female,55-74 years,158,1101700,14.34,Belarus1990,0.62,21650000000,2301,G.I. Generation,BLR,Belarus,
3115,Belarus,1990,female,35-54 years,144,1284200,11.21,Belarus1990,0.62,21650000000,2301,Silent,BLR,Belarus,
3116,Belarus,1990,female,25-34 years,45,839200,5.36,Belarus1990,0.62,21650000000,2301,Boomers,BLR,Belarus,
3117,Belarus,1990,female,15-24 years,24,706500,3.4,Belarus1990,0.62,21650000000,2301,Generation X,BLR,Belarus,
3118,Belarus,1990,male,5-14 years,8,789500,1.01,Belarus1990,0.62,21650000000,2301,Generation X,BLR,Belarus,
3119,Belarus,1990,female,5-14 years,3,763600,0.39,Belarus1990,0.62,21650000000,2301,Generation X,BLR,Belarus,
3120,Belarus,1991,male,35-54 years,756,1217200,62.11,Belarus1991,0.632,18000000000,1899,Boomers,,,
3121,Belarus,1991,male,75+ years,71,114800,61.85,Belarus1991,0.632,18000000000,1899,G.I. Generation,,,
3122,Belarus,1991,male,55-74 years,401,747600,53.64,Belarus1991,0.632,18000000000,1899,Silent,,,
3123,Belarus,1991,male,25-34 years,342,826400,41.38,Belarus1991,0.632,18000000000,1899,Boomers,,,
3124,Belarus,1991,female,75+ years,72,325800,22.1,Belarus1991,0.632,18000000000,1899,G.I. Generation,,,
3125,Belarus,1991,male,15-24 years,143,699100,20.45,Belarus1991,0.632,18000000000,1899,Generation X,,,
3126,Belarus,1991,female,55-74 years,175,1136700,15.4,Belarus1991,0.632,18000000000,1899,Silent,,,
3127,Belarus,1991,female,35-54 years,121,1294600,9.35,Belarus1991,0.632,18000000000,1899,Boomers,,,
3128,Belarus,1991,female,25-34 years,42,823200,5.1,Belarus1991,0.632,18000000000,1899,Boomers,,,
3129,Belarus,1991,female,15-24 years,30,702100,4.27,Belarus1991,0.632,18000000000,1899,Generation X,,,
3130,Belarus,1991,male,5-14 years,14,807600,1.73,Belarus1991,0.632,18000000000,1899,Millenials,,,
3131,Belarus,1991,female,5-14 years,2,781100,0.26,Belarus1991,0.632,18000000000,1899,Millenials,,,
3132,Belarus,1992,male,35-54 years,845,1236700,68.33,Belarus1992,0.638,17037037037,1780,Boomers,,,
3133,Belarus,1992,male,55-74 years,459,774900,59.23,Belarus1992,0.638,17037037037,1780,Silent,,,
3134,Belarus,1992,male,75+ years,57,108800,52.39,Belarus1992,0.638,17037037037,1780,G.I. Generation,,,
3135,Belarus,1992,male,25-34 years,397,812400,48.87,Belarus1992,0.638,17037037037,1780,Boomers,,,
3136,Belarus,1992,male,15-24 years,166,708800,23.42,Belarus1992,0.638,17037037037,1780,Generation X,,,
3137,Belarus,1992,female,75+ years,68,314000,21.66,Belarus1992,0.638,17037037037,1780,G.I. Generation,,,
3138,Belarus,1992,female,55-74 years,160,1171400,13.66,Belarus1992,0.638,17037037037,1780,Silent,,,
3139,Belarus,1992,female,35-54 years,157,1309400,11.99,Belarus1992,0.638,17037037037,1780,Boomers,,,
3140,Belarus,1992,female,25-34 years,50,811300,6.16,Belarus1992,0.638,17037037037,1780,Boomers,,,
3141,Belarus,1992,female,15-24 years,31,708000,4.38,Belarus1992,0.638,17037037037,1780,Generation X,,,
3142,Belarus,1992,male,5-14 years,30,821500,3.65,Belarus1992,0.638,17037037037,1780,Millenials,,,
3143,Belarus,1992,female,5-14 years,4,793700,0.5,Belarus1992,0.638,17037037037,1780,Millenials,,,
3144,Belarus,1993,male,35-54 years,1072,1254600,85.45,Belarus1993,0.646,16280991736,1689,Boomers,,,
3145,Belarus,1993,male,55-74 years,577,792900,72.77,Belarus1993,0.646,16280991736,1689,Silent,,,
3146,Belarus,1993,male,75+ years,64,105900,60.43,Belarus1993,0.646,16280991736,1689,G.I. Generation,,,
3147,Belarus,1993,male,25-34 years,454,789200,57.53,Belarus1993,0.646,16280991736,1689,Boomers,,,
3148,Belarus,1993,male,15-24 years,175,723100,24.2,Belarus1993,0.646,16280991736,1689,Generation X,,,
3149,Belarus,1993,female,75+ years,64,310600,20.61,Belarus1993,0.646,16280991736,1689,G.I. Generation,,,
3150,Belarus,1993,female,55-74 years,198,1193700,16.59,Belarus1993,0.646,16280991736,1689,Silent,,,
3151,Belarus,1993,female,35-54 years,164,1323600,12.39,Belarus1993,0.646,16280991736,1689,Boomers,,,
3152,Belarus,1993,female,25-34 years,58,794600,7.3,Belarus1993,0.646,16280991736,1689,Boomers,,,
3153,Belarus,1993,female,15-24 years,37,713800,5.18,Belarus1993,0.646,16280991736,1689,Generation X,,,
3154,Belarus,1993,male,5-14 years,18,834500,2.16,Belarus1993,0.646,16280991736,1689,Millenials,,,
3155,Belarus,1993,female,5-14 years,4,804600,0.5,Belarus1993,0.646,16280991736,1689,Millenials,,,
3156,Belarus,1994,male,35-54 years,1156,1258800,91.83,Belarus1994,0.65,14932024169,1547,Boomers,,,
3157,Belarus,1994,male,55-74 years,671,797700,84.12,Belarus1994,0.65,14932024169,1547,Silent,,,
3158,Belarus,1994,male,75+ years,73,103700,70.4,Belarus1994,0.65,14932024169,1547,G.I. Generation,,,
3159,Belarus,1994,male,25-34 years,458,773000,59.25,Belarus1994,0.65,14932024169,1547,Boomers,,,
3160,Belarus,1994,male,15-24 years,208,726000,28.65,Belarus1994,0.65,14932024169,1547,Generation X,,,
3161,Belarus,1994,female,75+ years,69,307500,22.44,Belarus1994,0.65,14932024169,1547,G.I. Generation,,,
3162,Belarus,1994,female,55-74 years,227,1206100,18.82,Belarus1994,0.65,14932024169,1547,Silent,,,
3163,Belarus,1994,female,35-54 years,177,1336000,13.25,Belarus1994,0.65,14932024169,1547,Boomers,,,
3164,Belarus,1994,female,25-34 years,60,784400,7.65,Belarus1994,0.65,14932024169,1547,Boomers,,,
3165,Belarus,1994,female,15-24 years,36,719700,5,Belarus1994,0.65,14932024169,1547,Generation X,,,
3166,Belarus,1994,male,5-14 years,16,833400,1.92,Belarus1994,0.65,14932024169,1547,Millenials,,,
3167,Belarus,1994,female,5-14 years,2,807600,0.25,Belarus1994,0.65,14932024169,1547,Millenials,,,
3168,Belarus,1995,male,35-54 years,1222,1274300,95.9,Belarus1995,0.657,13972676841,1444,Boomers,BLR,Belarus,
3169,Belarus,1995,male,55-74 years,699,805300,86.8,Belarus1995,0.657,13972676841,1444,Silent,BLR,Belarus,
3170,Belarus,1995,male,75+ years,71,101000,70.3,Belarus1995,0.657,13972676841,1444,G.I. Generation,BLR,Belarus,
3171,Belarus,1995,male,25-34 years,475,743800,63.86,Belarus1995,0.657,13972676841,1444,Generation X,BLR,Belarus,
3172,Belarus,1995,male,15-24 years,210,734800,28.58,Belarus1995,0.657,13972676841,1444,Generation X,BLR,Belarus,
3173,Belarus,1995,female,55-74 years,197,1220800,16.14,Belarus1995,0.657,13972676841,1444,Silent,BLR,Belarus,
3174,Belarus,1995,female,75+ years,49,304600,16.09,Belarus1995,0.657,13972676841,1444,G.I. Generation,BLR,Belarus,
3175,Belarus,1995,female,35-54 years,181,1360000,13.31,Belarus1995,0.657,13972676841,1444,Boomers,BLR,Belarus,
3176,Belarus,1995,female,25-34 years,51,762300,6.69,Belarus1995,0.657,13972676841,1444,Generation X,BLR,Belarus,
3177,Belarus,1995,female,15-24 years,33,729900,4.52,Belarus1995,0.657,13972676841,1444,Generation X,BLR,Belarus,
3178,Belarus,1995,male,5-14 years,12,829500,1.45,Belarus1995,0.657,13972676841,1444,Millenials,BLR,Belarus,
3179,Belarus,1995,female,5-14 years,3,807300,0.37,Belarus1995,0.657,13972676841,1444,Millenials,BLR,Belarus,
3180,Belarus,1996,male,35-54 years,1391,1298200,107.15,Belarus1996,0.661,14756846154,1524,Boomers,,,
3181,Belarus,1996,male,55-74 years,859,809000,106.18,Belarus1996,0.661,14756846154,1524,Silent,,,
3182,Belarus,1996,male,75+ years,76,99700,76.23,Belarus1996,0.661,14756846154,1524,G.I. Generation,,,
3183,Belarus,1996,male,25-34 years,518,722500,71.7,Belarus1996,0.661,14756846154,1524,Generation X,,,
3184,Belarus,1996,male,15-24 years,224,743800,30.12,Belarus1996,0.661,14756846154,1524,Generation X,,,
3185,Belarus,1996,female,75+ years,57,302400,18.85,Belarus1996,0.661,14756846154,1524,G.I. Generation,,,
3186,Belarus,1996,female,55-74 years,214,1226000,17.46,Belarus1996,0.661,14756846154,1524,Silent,,,
3187,Belarus,1996,female,35-54 years,170,1384800,12.28,Belarus1996,0.661,14756846154,1524,Boomers,,,
3188,Belarus,1996,female,25-34 years,59,741800,7.95,Belarus1996,0.661,14756846154,1524,Generation X,,,
3189,Belarus,1996,female,15-24 years,43,737300,5.83,Belarus1996,0.661,14756846154,1524,Generation X,,,
3190,Belarus,1996,male,5-14 years,13,821700,1.58,Belarus1996,0.661,14756846154,1524,Millenials,,,
3191,Belarus,1996,female,5-14 years,3,797600,0.38,Belarus1996,0.661,14756846154,1524,Millenials,,,
3192,Belarus,1997,male,55-74 years,819,803300,101.95,Belarus1997,0.667,14128408566,1458,Silent,,,
3193,Belarus,1997,male,35-54 years,1326,1326100,99.99,Belarus1997,0.667,14128408566,1458,Boomers,,,
3194,Belarus,1997,male,75+ years,77,100500,76.62,Belarus1997,0.667,14128408566,1458,G.I. Generation,,,
3195,Belarus,1997,male,25-34 years,487,709000,68.69,Belarus1997,0.667,14128408566,1458,Generation X,,,
3196,Belarus,1997,male,15-24 years,247,750600,32.91,Belarus1997,0.667,14128408566,1458,Generation X,,,
3197,Belarus,1997,female,75+ years,59,305000,19.34,Belarus1997,0.667,14128408566,1458,G.I. Generation,,,
3198,Belarus,1997,female,55-74 years,188,1218800,15.43,Belarus1997,0.667,14128408566,1458,Silent,,,
3199,Belarus,1997,female,35-54 years,188,1415500,13.28,Belarus1997,0.667,14128408566,1458,Boomers,,,
3200,Belarus,1997,female,25-34 years,75,726900,10.32,Belarus1997,0.667,14128408566,1458,Generation X,,,
3201,Belarus,1997,female,15-24 years,50,744100,6.72,Belarus1997,0.667,14128408566,1458,Generation X,,,
3202,Belarus,1997,male,5-14 years,8,809000,0.99,Belarus1997,0.667,14128408566,1458,Millenials,,,
3203,Belarus,1997,female,5-14 years,2,783300,0.26,Belarus1997,0.667,14128408566,1458,Millenials,,,
3204,Belarus,1998,male,55-74 years,794,784600,101.2,Belarus1998,0.671,15222012660,1570,Silent,,,
3205,Belarus,1998,male,35-54 years,1320,1360700,97.01,Belarus1998,0.671,15222012660,1570,Boomers,,,
3206,Belarus,1998,male,75+ years,82,104000,78.85,Belarus1998,0.671,15222012660,1570,G.I. Generation,,,
3207,Belarus,1998,male,25-34 years,511,698900,73.11,Belarus1998,0.671,15222012660,1570,Generation X,,,
3208,Belarus,1998,male,15-24 years,287,762700,37.63,Belarus1998,0.671,15222012660,1570,Generation X,,,
3209,Belarus,1998,female,75+ years,78,316400,24.65,Belarus1998,0.671,15222012660,1570,G.I. Generation,,,
3210,Belarus,1998,female,55-74 years,185,1191300,15.53,Belarus1998,0.671,15222012660,1570,Silent,,,
3211,Belarus,1998,female,35-54 years,192,1455000,13.2,Belarus1998,0.671,15222012660,1570,Boomers,,,
3212,Belarus,1998,female,25-34 years,51,716200,7.12,Belarus1998,0.671,15222012660,1570,Generation X,,,
3213,Belarus,1998,female,15-24 years,39,755800,5.16,Belarus1998,0.671,15222012660,1570,Generation X,,,
3214,Belarus,1998,male,5-14 years,12,787800,1.52,Belarus1998,0.671,15222012660,1570,Millenials,,,
3215,Belarus,1998,female,5-14 years,5,761400,0.66,Belarus1998,0.671,15222012660,1570,Millenials,,,
3216,Belarus,1999,male,55-74 years,739,771900,95.74,Belarus1999,0.676,12138486532,1269,Silent,,,
3217,Belarus,1999,male,75+ years,91,106400,85.53,Belarus1999,0.676,12138486532,1269,G.I. Generation,,,
3218,Belarus,1999,male,35-54 years,1178,1378000,85.49,Belarus1999,0.676,12138486532,1269,Boomers,,,
3219,Belarus,1999,male,25-34 years,550,692600,79.41,Belarus1999,0.676,12138486532,1269,Generation X,,,
3220,Belarus,1999,male,15-24 years,288,771500,37.33,Belarus1999,0.676,12138486532,1269,Generation X,,,
3221,Belarus,1999,female,75+ years,66,318400,20.73,Belarus1999,0.676,12138486532,1269,G.I. Generation,,,
3222,Belarus,1999,female,55-74 years,170,1157900,14.68,Belarus1999,0.676,12138486532,1269,Silent,,,
3223,Belarus,1999,female,35-54 years,174,1465100,11.88,Belarus1999,0.676,12138486532,1269,Boomers,,,
3224,Belarus,1999,female,25-34 years,67,697900,9.6,Belarus1999,0.676,12138486532,1269,Generation X,,,
3225,Belarus,1999,female,15-24 years,48,741400,6.47,Belarus1999,0.676,12138486532,1269,Generation X,,,
3226,Belarus,1999,male,5-14 years,22,748500,2.94,Belarus1999,0.676,12138486532,1269,Millenials,,,
3227,Belarus,1999,female,5-14 years,4,713600,0.56,Belarus1999,0.676,12138486532,1269,Millenials,,,
3228,Belarus,2000,male,55-74 years,721,750602,96.06,Belarus2000,0.683,12736856828,1335,Silent,BLR,Belarus,
3229,Belarus,2000,male,35-54 years,1334,1403903,95.02,Belarus2000,0.683,12736856828,1335,Boomers,BLR,Belarus,
3230,Belarus,2000,male,75+ years,89,110565,80.5,Belarus2000,0.683,12736856828,1335,G.I. Generation,BLR,Belarus,
3231,Belarus,2000,male,25-34 years,508,688963,73.73,Belarus2000,0.683,12736856828,1335,Generation X,BLR,Belarus,
3232,Belarus,2000,male,15-24 years,306,786483,38.91,Belarus2000,0.683,12736856828,1335,Generation X,BLR,Belarus,
3233,Belarus,2000,female,75+ years,67,331579,20.21,Belarus2000,0.683,12736856828,1335,G.I. Generation,BLR,Belarus,
3234,Belarus,2000,female,55-74 years,172,1125001,15.29,Belarus2000,0.683,12736856828,1335,Silent,BLR,Belarus,
3235,Belarus,2000,female,35-54 years,170,1497056,11.36,Belarus2000,0.683,12736856828,1335,Boomers,BLR,Belarus,
3236,Belarus,2000,female,25-34 years,54,693860,7.78,Belarus2000,0.683,12736856828,1335,Generation X,BLR,Belarus,
3237,Belarus,2000,female,15-24 years,36,754801,4.77,Belarus2000,0.683,12736856828,1335,Generation X,BLR,Belarus,
3238,Belarus,2000,male,5-14 years,20,717646,2.79,Belarus2000,0.683,12736856828,1335,Millenials,BLR,Belarus,
3239,Belarus,2000,female,5-14 years,6,683020,0.88,Belarus2000,0.683,12736856828,1335,Millenials,BLR,Belarus,
3240,Belarus,2001,male,55-74 years,658,731902,89.9,Belarus2001,0.689,12354820144,1299,Silent,BLR,Belarus,
3241,Belarus,2001,male,35-54 years,1266,1423218,88.95,Belarus2001,0.689,12354820144,1299,Boomers,BLR,Belarus,
3242,Belarus,2001,male,75+ years,82,116090,70.63,Belarus2001,0.689,12354820144,1299,Silent,BLR,Belarus,
3243,Belarus,2001,male,25-34 years,477,687861,69.35,Belarus2001,0.689,12354820144,1299,Generation X,BLR,Belarus,
3244,Belarus,2001,male,15-24 years,313,801574,39.05,Belarus2001,0.689,12354820144,1299,Millenials,BLR,Belarus,
3245,Belarus,2001,female,75+ years,73,346664,21.06,Belarus2001,0.689,12354820144,1299,Silent,BLR,Belarus,
3246,Belarus,2001,female,55-74 years,162,1094844,14.8,Belarus2001,0.689,12354820144,1299,Silent,BLR,Belarus,
3247,Belarus,2001,female,35-54 years,164,1522267,10.77,Belarus2001,0.689,12354820144,1299,Boomers,BLR,Belarus,
3248,Belarus,2001,female,25-34 years,53,691653,7.66,Belarus2001,0.689,12354820144,1299,Generation X,BLR,Belarus,
3249,Belarus,2001,female,15-24 years,36,768639,4.68,Belarus2001,0.689,12354820144,1299,Millenials,BLR,Belarus,
3250,Belarus,2001,male,5-14 years,17,681448,2.49,Belarus2001,0.689,12354820144,1299,Millenials,BLR,Belarus,
3251,Belarus,2001,female,5-14 years,2,647427,0.31,Belarus2001,0.689,12354820144,1299,Millenials,BLR,Belarus,
3252,Belarus,2002,male,35-54 years,1263,1429098,88.38,Belarus2002,0.696,14594249023,1541,Boomers,BLR,Belarus,
3253,Belarus,2002,male,55-74 years,607,719837,84.32,Belarus2002,0.696,14594249023,1541,Silent,BLR,Belarus,
3254,Belarus,2002,male,25-34 years,515,688769,74.77,Belarus2002,0.696,14594249023,1541,Generation X,BLR,Belarus,
3255,Belarus,2002,male,75+ years,79,122862,64.3,Belarus2002,0.696,14594249023,1541,Silent,BLR,Belarus,
3256,Belarus,2002,male,15-24 years,296,814826,36.33,Belarus2002,0.696,14594249023,1541,Millenials,BLR,Belarus,
3257,Belarus,2002,female,75+ years,69,359673,19.18,Belarus2002,0.696,14594249023,1541,Silent,BLR,Belarus,
3258,Belarus,2002,female,55-74 years,149,1076366,13.84,Belarus2002,0.696,14594249023,1541,Silent,BLR,Belarus,
3259,Belarus,2002,female,35-54 years,191,1533648,12.45,Belarus2002,0.696,14594249023,1541,Boomers,BLR,Belarus,
3260,Belarus,2002,female,25-34 years,65,691146,9.4,Belarus2002,0.696,14594249023,1541,Generation X,BLR,Belarus,
3261,Belarus,2002,female,15-24 years,32,780846,4.1,Belarus2002,0.696,14594249023,1541,Millenials,BLR,Belarus,
3262,Belarus,2002,male,5-14 years,20,642277,3.11,Belarus2002,0.696,14594249023,1541,Millenials,BLR,Belarus,
3263,Belarus,2002,female,5-14 years,5,609886,0.82,Belarus2002,0.696,14594249023,1541,Millenials,BLR,Belarus,
3264,Belarus,2003,male,55-74 years,669,709699,94.27,Belarus2003,0.705,17827791321,1892,Silent,BLR,Belarus,
3265,Belarus,2003,male,35-54 years,1304,1427642,91.34,Belarus2003,0.705,17827791321,1892,Boomers,BLR,Belarus,
3266,Belarus,2003,male,75+ years,107,131935,81.1,Belarus2003,0.705,17827791321,1892,Silent,BLR,Belarus,
3267,Belarus,2003,male,25-34 years,540,691958,78.04,Belarus2003,0.705,17827791321,1892,Generation X,BLR,Belarus,
3268,Belarus,2003,male,15-24 years,285,824213,34.58,Belarus2003,0.705,17827791321,1892,Millenials,BLR,Belarus,
3269,Belarus,2003,female,75+ years,78,374617,20.82,Belarus2003,0.705,17827791321,1892,Silent,BLR,Belarus,
3270,Belarus,2003,female,55-74 years,177,1062435,16.66,Belarus2003,0.705,17827791321,1892,Silent,BLR,Belarus,
3271,Belarus,2003,female,35-54 years,179,1536542,11.65,Belarus2003,0.705,17827791321,1892,Boomers,BLR,Belarus,
3272,Belarus,2003,female,25-34 years,57,692961,8.23,Belarus2003,0.705,17827791321,1892,Generation X,BLR,Belarus,
3273,Belarus,2003,female,15-24 years,46,789030,5.83,Belarus2003,0.705,17827791321,1892,Millenials,BLR,Belarus,
3274,Belarus,2003,male,5-14 years,11,605243,1.82,Belarus2003,0.705,17827791321,1892,Millenials,BLR,Belarus,
3275,Belarus,2003,female,5-14 years,3,574416,0.52,Belarus2003,0.705,17827791321,1892,Millenials,BLR,Belarus,
3276,Belarus,2007,male,75+ years,122,157647,77.39,Belarus2007,0.757,45277399814,4898,Silent,BLR,Belarus,
3277,Belarus,2007,male,55-74 years,506,710519,71.22,Belarus2007,0.757,45277399814,4898,Silent,BLR,Belarus,
3278,Belarus,2007,male,35-54 years,900,1399410,64.31,Belarus2007,0.757,45277399814,4898,Boomers,BLR,Belarus,
3279,Belarus,2007,male,25-34 years,405,723119,56.01,Belarus2007,0.757,45277399814,4898,Generation X,BLR,Belarus,
3280,Belarus,2007,male,15-24 years,261,801445,32.57,Belarus2007,0.757,45277399814,4898,Millenials,BLR,Belarus,
3281,Belarus,2007,female,75+ years,70,424470,16.49,Belarus2007,0.757,45277399814,4898,Silent,BLR,Belarus,
3282,Belarus,2007,female,55-74 years,127,1054993,12.04,Belarus2007,0.757,45277399814,4898,Silent,BLR,Belarus,
3283,Belarus,2007,female,35-54 years,163,1518188,10.74,Belarus2007,0.757,45277399814,4898,Boomers,BLR,Belarus,
3284,Belarus,2007,female,25-34 years,56,711481,7.87,Belarus2007,0.757,45277399814,4898,Generation X,BLR,Belarus,
3285,Belarus,2007,female,15-24 years,37,768164,4.82,Belarus2007,0.757,45277399814,4898,Millenials,BLR,Belarus,
3286,Belarus,2007,male,5-14 years,9,500931,1.8,Belarus2007,0.757,45277399814,4898,Generation Z,BLR,Belarus,
3287,Belarus,2007,female,5-14 years,3,474089,0.63,Belarus2007,0.757,45277399814,4898,Generation Z,BLR,Belarus,
3288,Belarus,2008,male,75+ years,131,159724,82.02,Belarus2008,0.774,60763483146,6601,Silent,BLR,Belarus,
3289,Belarus,2008,male,35-54 years,961,1395695,68.85,Belarus2008,0.774,60763483146,6601,Boomers,BLR,Belarus,
3290,Belarus,2008,male,55-74 years,481,716132,67.17,Belarus2008,0.774,60763483146,6601,Silent,BLR,Belarus,
3291,Belarus,2008,male,25-34 years,375,737364,50.86,Belarus2008,0.774,60763483146,6601,Generation X,BLR,Belarus,
3292,Belarus,2008,male,15-24 years,234,778552,30.06,Belarus2008,0.774,60763483146,6601,Millenials,BLR,Belarus,
3293,Belarus,2008,female,75+ years,63,432516,14.57,Belarus2008,0.774,60763483146,6601,Silent,BLR,Belarus,
3294,Belarus,2008,female,35-54 years,184,1514338,12.15,Belarus2008,0.774,60763483146,6601,Boomers,BLR,Belarus,
3295,Belarus,2008,female,55-74 years,127,1059632,11.99,Belarus2008,0.774,60763483146,6601,Silent,BLR,Belarus,
3296,Belarus,2008,female,25-34 years,66,723117,9.13,Belarus2008,0.774,60763483146,6601,Generation X,BLR,Belarus,
3297,Belarus,2008,female,15-24 years,29,745464,3.89,Belarus2008,0.774,60763483146,6601,Millenials,BLR,Belarus,
3298,Belarus,2008,male,5-14 years,5,484885,1.03,Belarus2008,0.774,60763483146,6601,Generation Z,BLR,Belarus,
3299,Belarus,2008,female,5-14 years,2,458327,0.44,Belarus2008,0.774,60763483146,6601,Generation Z,BLR,Belarus,
3300,Belarus,2009,male,75+ years,145,159050,91.17,Belarus2009,0.784,49209523810,5366,Silent,BLR,Belarus,
3301,Belarus,2009,male,35-54 years,903,1390214,64.95,Belarus2009,0.784,49209523810,5366,Boomers,BLR,Belarus,
3302,Belarus,2009,male,55-74 years,466,726459,64.15,Belarus2009,0.784,49209523810,5366,Silent,BLR,Belarus,
3303,Belarus,2009,male,25-34 years,445,754796,58.96,Belarus2009,0.784,49209523810,5366,Generation X,BLR,Belarus,
3304,Belarus,2009,male,15-24 years,270,749519,36.02,Belarus2009,0.784,49209523810,5366,Millenials,BLR,Belarus,
3305,Belarus,2009,female,75+ years,74,434130,17.05,Belarus2009,0.784,49209523810,5366,Silent,BLR,Belarus,
3306,Belarus,2009,female,55-74 years,144,1073032,13.42,Belarus2009,0.784,49209523810,5366,Silent,BLR,Belarus,
3307,Belarus,2009,female,35-54 years,165,1507662,10.94,Belarus2009,0.784,49209523810,5366,Boomers,BLR,Belarus,
3308,Belarus,2009,female,25-34 years,74,737605,10.03,Belarus2009,0.784,49209523810,5366,Generation X,BLR,Belarus,
3309,Belarus,2009,female,15-24 years,45,716695,6.28,Belarus2009,0.784,49209523810,5366,Millenials,BLR,Belarus,
3310,Belarus,2009,male,5-14 years,9,473483,1.9,Belarus2009,0.784,49209523810,5366,Generation Z,BLR,Belarus,
3311,Belarus,2009,female,5-14 years,3,447324,0.67,Belarus2009,0.784,49209523810,5366,Generation Z,BLR,Belarus,
3312,Belarus,2010,male,75+ years,115,158977,72.34,Belarus2010,0.786,57222490769,6371,Silent,BLR,Belarus,
3313,Belarus,2010,male,35-54 years,869,1353782,64.19,Belarus2010,0.786,57222490769,6371,Generation X,BLR,Belarus,
3314,Belarus,2010,male,55-74 years,458,744533,61.52,Belarus2010,0.786,57222490769,6371,Silent,BLR,Belarus,
3315,Belarus,2010,male,25-34 years,382,723856,52.77,Belarus2010,0.786,57222490769,6371,Generation X,BLR,Belarus,
3316,Belarus,2010,male,15-24 years,240,707657,33.91,Belarus2010,0.786,57222490769,6371,Millenials,BLR,Belarus,
3317,Belarus,2010,female,75+ years,62,432426,14.34,Belarus2010,0.786,57222490769,6371,Silent,BLR,Belarus,
3318,Belarus,2010,female,35-54 years,145,1483086,9.78,Belarus2010,0.786,57222490769,6371,Generation X,BLR,Belarus,
3319,Belarus,2010,female,25-34 years,60,715558,8.39,Belarus2010,0.786,57222490769,6371,Generation X,BLR,Belarus,
3320,Belarus,2010,female,55-74 years,83,1092687,7.6,Belarus2010,0.786,57222490769,6371,Silent,BLR,Belarus,
3321,Belarus,2010,female,15-24 years,39,668827,5.83,Belarus2010,0.786,57222490769,6371,Millenials,BLR,Belarus,
3322,Belarus,2010,male,5-14 years,5,462298,1.08,Belarus2010,0.786,57222490769,6371,Generation Z,BLR,Belarus,
3323,Belarus,2010,female,5-14 years,1,437506,0.23,Belarus2010,0.786,57222490769,6371,Generation Z,BLR,Belarus,
3324,Belarus,2011,male,75+ years,112,161762,69.24,Belarus2011,0.793,61757788945,6902,Silent,BLR,Belarus,
3325,Belarus,2011,male,55-74 years,415,755610,54.92,Belarus2011,0.793,61757788945,6902,Boomers,BLR,Belarus,
3326,Belarus,2011,male,35-54 years,730,1342175,54.39,Belarus2011,0.793,61757788945,6902,Generation X,BLR,Belarus,
3327,Belarus,2011,male,25-34 years,340,736247,46.18,Belarus2011,0.793,61757788945,6902,Millenials,BLR,Belarus,
3328,Belarus,2011,male,15-24 years,185,676797,27.33,Belarus2011,0.793,61757788945,6902,Millenials,BLR,Belarus,
3329,Belarus,2011,female,75+ years,69,441193,15.64,Belarus2011,0.793,61757788945,6902,Silent,BLR,Belarus,
3330,Belarus,2011,female,35-54 years,141,1470135,9.59,Belarus2011,0.793,61757788945,6902,Generation X,BLR,Belarus,
3331,Belarus,2011,female,55-74 years,91,1104192,8.24,Belarus2011,0.793,61757788945,6902,Boomers,BLR,Belarus,
